ID,Age,Height,Weight,Position,PreferredFoot,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,Prospect
TRAIN_0010,0.8,0.454545455,0.46,0,1,1,0.5,0.467742474,0.450701662,0.571430306,0.467739703,0.469692084,0.421048126,0.648654434,0.51648,0.594593952,0.666662824,0.55294214,0.574715804,0.571422653,0.426831008,0.633808149,0.61728802,0.592591454,0.587499103,0.533328604,0.448275862,0.648646457,0.5,0.500005887,0.474996203,0.409087975,0.590364982,0.584415154,0.556966537,0.546513789,0.50685231,0.559999541,0.434785224,0.405062863,0.592110535,0.565785402,0.0540604821,0.0821891387,0.130433636,0.0135063623,0.053339904,0.521128933,0.585711959,0.573536151,0.573536151,0.573536151,0.585711959,0.597017933,0.588234014,0.588238452,0.588234014,0.60937864,0.578120728,0.60937864,0.593750342,0.538458982,0.593750342,0.0597014925,0
TRAIN_0011,1,0.590909091,0.66,0.285714286,0,0.5,0.5,0.612909688,0.535211569,0.732140906,0.580642758,0.666670505,0.754385026,0.770272681,0.52747,0.527036187,0.749997118,0.352944187,0.632189499,0.69047767,0.76829362,0.746486205,0.703706145,0.716056973,0.700003075,0.679998784,0.551724138,0.810808072,0.702705201,0.74194346,0.812494305,0.666666667,0.722898891,0.753245463,0.74683643,0.604651925,0.671238709,0.706670183,0.753623711,0.708857194,0.69736827,0.671050886,0.108109072,0.0684949672,0,0.0810742549,0.0133291093,0.605634382,0.685717388,0.676472232,0.676472232,0.676472232,0.685717388,0.701491034,0.705882993,0.72058271,0.705882993,0.781253813,0.749991797,0.781253813,0.765621411,0.707691796,0.765621411,0.0746268657,0
TRAIN_0012,0.8,0.636363636,0.58,0.0714285714,1,0.5,1,0.661298759,0.0985966753,0.374995446,0.467739703,0.848483453,0.771925131,0.243248386,0.23077,0.837842337,0.611110471,0.282351255,0.574715804,0.357144337,0.109756231,0.577469121,0.641977343,0.765437032,0.712497822,0.586670585,0.517241379,0.41892426,0.297294799,0.79032391,0.624998734,0.803029325,0.144577682,0.740263611,0.822784387,0.313950311,0.424659111,0.253333945,0.463762886,0.835440043,0.868413522,0.815785402,0.0405394156,0.0684949672,0.0289881832,0.040543141,0.026669952,0.436623483,0.485717388,0.485297241,0.485297241,0.485297241,0.485717388,0.522387893,0.529414965,0.558823845,0.529414965,0.718751733,0.749991797,0.718751733,0.765621411,0.830767186,0.765621411,0.0597014925,0
TRAIN_0013,1,0.477272727,0.44,0.785714286,1,1,0,0.887107006,0.732394215,0.750003036,0.774193892,0.393945326,0.473679141,0.878381753,0.8022,0.702703024,0.722226705,0.764710699,0.839084228,0.69047767,0.46341276,0.690147177,0.814813594,0.901239881,0.925000769,0.919997163,0.603453793,0.608106054,0.675673733,0.16129564,0.78749557,0.378783967,0.759040691,0.493509074,0.227843871,0.755817639,0.767125022,0.813333486,0.753623711,0.468354288,0.460524056,0.592101773,0.121618247,0.0274003978,0.115939544,0,0.106668075,0.760569607,0.857141306,0.838241704,0.838241704,0.838241704,0.857141306,0.85073992,0.852936055,0.735290013,0.852936055,0.718751733,0.578120728,0.718751733,0.687495215,0.492301557,0.687495215,0.0895522388,0
TRAIN_0014,0.8,0.409090909,0.28,0,0,0.5,0.5,0.774202882,0.591547939,0.642854541,0.677418325,0.257571221,0.438598932,0.608115018,0.6044,0.513515121,0.666662824,0.564702511,0.770115793,0.607144337,0.451218843,0.802825233,0.765434947,0.814817092,0.837496541,0.706669774,0.517241379,0.635136368,0.756757867,0.451613663,0.562496836,0.439391983,0.686746609,0.467534331,0.215189591,0.616281739,0.671238709,0.626666972,0.550719931,0.417714389,0.315796101,0.28946903,0.027030241,0.0274003978,0.101445453,0.0270247516,0.106668075,0.647892248,0.728570653,0.735294446,0.735294446,0.735294446,0.728570653,0.746266819,0.735297958,0.661764232,0.735297958,0.562496533,0.499994531,0.562496533,0.515624146,0.399997785,0.515624146,0.0597014925,0
TRAIN_0015,0.4,0.272727273,0.42,0,1,0.5,0.5,0.548394636,0.36620246,0.482143941,0.435484729,0.424241726,0.36841711,0.527036187,0.42857,0.45946653,0.569449088,0.482349208,0.551726326,0.392855663,0.451218843,0.563378449,0.530858907,0.679014243,0.625003844,0.706669774,0.379310345,0.716217175,0.445947334,0.41935218,0.424998734,0.348479959,0.506027127,0.584415154,0.518992559,0.581392299,0.520545423,0.453336238,0.463762886,0.481005813,0.500005724,0.421050886,0.027030241,0.109589536,0.130433636,0.0270247516,0,0.464785112,0.542858694,0.544119455,0.544119455,0.544119455,0.542858694,0.567163678,0.544117007,0.529409239,0.544117007,0.54687656,0.499994531,0.54687656,0.531242822,0.476926826,0.531242822,0.0447761194,0
TRAIN_0016,0.6,0.295454545,0.26,0.142857143,0,0.5,0.5,0.629035669,0.352115691,0.660716671,0.645163351,0.727274821,0.473679141,0.500005946,0.38462,0.608115018,0.819440442,0.423526883,0.655168403,0.416666667,0.46341276,0.760565047,0.777774115,0.753089456,0.675003331,0.760001621,0.620689655,0.851348475,0.581084134,0.532255596,0.612494305,0.333333333,0.469885327,0.714288868,0.759501849,0.534883975,0.657534089,0.546663762,0.666666667,0.734171511,0.789473082,0.736847341,0.027030241,0.0410945693,0.086951361,0.0945926443,0.0399990613,0.549300843,0.642853265,0.661763884,0.661763884,0.661763884,0.642853265,0.701491034,0.676468028,0.72058271,0.676468028,0.765622747,0.765621411,0.765622747,0.765621411,0.723077605,0.765621411,0.0746268657,0
TRAIN_0017,0.4,0.636363636,0.66,0.0714285714,1,0,0.5,0.290323299,0.11267274,0.0714242347,0.0806480801,0.757571221,0.70175401,0.216218145,0.26374,0.810812096,0.305555235,0.341173581,0.206894728,0.273811003,0.30488086,0.112678056,0.419751459,0.246910544,0.625003844,0.200002027,0.293097931,0.364863632,0.13512653,0.645159011,0.487500633,0.848479959,0.277111591,0.63636464,0.683542753,0.302320498,0.150693286,0.400004587,0.362323025,0.797462935,0.789473082,0.736847341,0.0810788313,0.0684949672,0.0144940916,0.0810742549,0.119997184,0.323946124,0.271429347,0.279413901,0.279413901,0.279413901,0.271429347,0.253733181,0.264702042,0.308821161,0.264702042,0.531245493,0.531242822,0.531245493,0.593750342,0.723077605,0.593750342,0.0746268657,1
TRAIN_0018,1,0.454545455,0.58,0.428571429,0,1,0.5,0.774202882,0.295779322,0.607142423,0.580642758,0.666670505,0.684203204,0.797302922,0.38462,0.648654434,0.652783382,0.294121862,0.678157881,0.607144337,0.317074777,0.647886991,0.679016822,0.790121939,0.850001537,0.693334279,0.517241379,0.689186861,0.4324316,0.58064782,0.750002531,0.651509284,0.421689273,0.63636464,0.658234193,0.581392299,0.50685231,0.400004587,0.492752577,0.696194403,0.710521195,0.657898227,0.0810788313,0.0684949672,0.130433636,0.0270247516,0.133338027,0.549300843,0.657141306,0.617650017,0.617650017,0.617650017,0.657141306,0.641793718,0.691180952,0.632349626,0.691180952,0.765622747,0.687495215,0.765622747,0.765621411,0.692305988,0.765621411,0.0895522388,0
TRAIN_0019,1,0.272727273,0.34,0,0,0.5,0,0.741939792,0.605634707,0.571430306,0.661290838,0.393945326,0.438598932,0.729733265,0.63736,0.527036187,0.583340058,0.658826419,0.758621054,0.67856699,0.756099703,0.492960579,0.728395469,0.765437032,0.825001794,0.813333468,0.465522759,0.797297982,0.662157999,0.500005887,0.562496836,0.303029325,0.759040691,0.753245463,0.303791828,0.651160249,0.520545423,0.573335321,0.478257732,0.29113154,0.657898051,0.605265485,0.108109072,0.0684949672,0.0289881832,0.0540495033,0.0666690133,0.633806292,0.714282612,0.705888927,0.705888927,0.705888927,0.714282612,0.701491034,0.691180952,0.602935019,0.691180952,0.640618586,0.531242822,0.640618586,0.609369019,0.492301557,0.609369019,0.0746268657,0
TRAIN_0020,0.6,0.477272727,0.5,0.785714286,1,0.5,0.5,0.532257526,0.436625598,0.374995446,0.451612216,0.181812948,0.29824599,0.662163608,0.56044,0.432436289,0.472223823,0.423526883,0.68965262,0.345233656,0.341462612,0.338034168,0.506169584,0.604939031,0.662498334,0.559999595,0.103448276,0.310813139,0.418915866,0.306448764,0.412494305,0.424245358,0.506027127,0.207797942,0.25316357,0.674419876,0.397261377,0.613331193,0.405795532,0.278480014,0.236844214,0.236847341,0.0810788313,0.136989934,0.130433636,0.040543141,0.106668075,0.492957022,0.571423918,0.544119455,0.544119455,0.544119455,0.571423918,0.537309423,0.558819048,0.426468852,0.558819048,0.4218724,0.296875171,0.4218724,0.390620044,0.276922395,0.390620044,0.0746268657,0
TRAIN_0021,1,0.522727273,0.46,0.142857143,1,0.5,0.5,0.467742474,0.338028923,0.678566658,0.564515271,0.727274821,0.543860963,0.621624193,0.3956,0.810812096,0.763888088,0.423526883,0.666663142,0.511900323,0.46341276,0.774655719,0.716045313,0.543211395,0.625003844,0.533328604,0.482758621,0.486484843,0.527021198,0.467744404,0.637503164,0.5,0.4457873,0.610389897,0.683542753,0.534883975,0.698636442,0.559999541,0.739128866,0.759485828,0.750002862,0.75,0.0540604821,0.095895365,0,0.0135063623,0.053339904,0.549300843,0.614288041,0.617650017,0.617650017,0.617650017,0.614288041,0.671636779,0.661765986,0.691178839,0.661765986,0.734371707,0.73437312,0.734371707,0.749991797,0.723077605,0.749991797,0.0597014925,0
TRAIN_0022,0.2,0.386363636,0.36,0.5,0,0.5,0.5,0.645161649,0.352115691,0.517856059,0.500005323,0.348483453,0.228064167,0.608115018,0.46154,0.445945464,0.625001441,0.364704558,0.586210543,0.392855663,0.353656529,0.633808149,0.61728802,0.716056973,0.725002819,0.693334279,0.344827586,0.770267668,0.4324316,0.548386337,0.537498102,0.121216033,0.433733045,0.402602994,0.468353161,0.581392299,0.452056844,0.386668807,0.434785224,0.341771439,0.460524056,0.421050886,0.0135091746,0.123283708,0.0724572695,0.040543141,0.0799981227,0.478871067,0.585711959,0.558827803,0.558827803,0.558827803,0.585711959,0.582085208,0.602936055,0.558823845,0.602936055,0.562496533,0.484375854,0.562496533,0.546872437,0.399997785,0.546872437,0.0597014925,1
TRAIN_0023,0.8,0.477272727,0.56,0.285714286,1,0.5,0.5,0.564520617,0.36620246,0.642854541,0.645163351,0.63636259,0.649122995,0.581084777,0.41758,0.513515121,0.722226705,0.470588837,0.68965262,0.535711327,0.426831008,0.718316691,0.740745624,0.65431909,0.675003331,0.773337116,0.637925517,0.770267668,0.554052666,0.451613663,0.824998734,0.530304008,0.493972873,0.675321235,0.696208172,0.488375652,0.698636442,0.49333211,0.695644329,0.658228561,0.710521195,0.657898227,0.108109072,0.109589536,0.0579631779,0.0540495033,0.0799981227,0.535214888,0.642853265,0.647066713,0.647066713,0.647066713,0.642853265,0.686569503,0.676468028,0.705875407,0.676468028,0.750002773,0.73437312,0.750002773,0.73437312,0.661534372,0.73437312,0.104477612,0
TRAIN_0024,1,0.5,0.52,1,1,1,0,0.596783707,0.507048736,0.232146977,0.451612216,0.0454503581,0.421048126,0.310818042,0.6044,0.702703024,0.374998559,0.44705786,0.563221065,0.404755986,0.353656529,0.253525626,0.580248541,0.666666667,0.700003075,0.613331442,0.413793103,0.554055561,0.472968532,0.548386337,0.499994937,0.530304008,0.602408755,0.246754537,0.0886022368,0.558143602,0.369863644,0.799997707,0.463762886,0.101257266,0.105269183,0.157898227,0.0675696567,0.123283708,0.0579631779,0.0540495033,0.106668075,0.549300843,0.542858694,0.558827803,0.558827803,0.558827803,0.542858694,0.522387893,0.514702042,0.411761548,0.514702042,0.343750347,0.249997266,0.343750347,0.328123462,0.246150779,0.328123462,0.0895522388,0
TRAIN_0025,0.6,0.159090909,0.44,0.785714286,1,0.5,0.5,0.661298759,0.492961968,0.535718189,0.59678089,0.196966905,0.29824599,0.729733265,0.57143,0.418927115,0.569449088,0.517650792,0.712642098,0.547622007,0.451218843,0.507051252,0.703706145,0.851859822,0.637498591,0.586670585,0.379310345,0.756757579,0.527021198,0.290318023,0.412494305,0.348479959,0.554223182,0.36363536,0.227843871,0.616281739,0.561647776,0.720005963,0.565214776,0.227840115,0.315796101,0.368418144,0.108109072,0.0821891387,0.0724572695,0.0270247516,0.053339904,0.549300843,0.671429347,0.647066713,0.647066713,0.647066713,0.671429347,0.641793718,0.661765986,0.544116542,0.661765986,0.51562552,0.406249658,0.51562552,0.46874624,0.32307982,0.46874624,0.0746268657,1
TRAIN_0026,0.8,0.386363636,0.34,0.785714286,1,1,0.5,0.806454844,0.478875199,0.696428788,0.725811431,0.742428779,0.684203204,0.837842337,0.56044,0.770272681,0.736117676,0.32941321,0.793105272,0.654755986,0.329268694,0.605638635,0.777774115,0.864197151,0.837496541,0.786662478,0.637925517,0.662166682,0.581084134,0.74194346,0.58749557,0.666666667,0.590364982,0.805194949,0.696208172,0.662790062,0.684931822,0.386668807,0.739128866,0.746834302,0.802626006,0.75,0.0540604821,0.095895365,0.0724572695,0,0.133338027,0.661978203,0.771423918,0.750002794,0.750002794,0.750002794,0.771423918,0.761188349,0.779414965,0.72058271,0.779414965,0.828124827,0.749991797,0.828124827,0.828117993,0.784609761,0.828117993,0.0895522388,0
TRAIN_0027,0.6,0.386363636,0.4,0.928571429,1,0.5,0.5,0.645161649,0.197182646,0.321433342,0.419357242,0.515153958,0.350877005,0.513515121,0.32967,0.513515121,0.444441883,0.32941321,0.540231587,0.452377993,0.475606678,0.366203682,0.530858907,0.716056973,0.725002819,0.719995136,0.327591724,0.716217175,0.189189467,0.338710247,0.499994937,0.31817595,0.313253391,0.519483817,0.620260215,0.465116025,0.287670445,0.520003669,0.246376289,0.50632013,0.578946163,0.552632742,0.108109072,0.136989934,0.0724572695,0.0540495033,0.0399990613,0.394365618,0.485717388,0.455880545,0.455880545,0.455880545,0.485717388,0.462690577,0.5,0.441176155,0.5,0.5781276,0.484375854,0.5781276,0.578120728,0.507687366,0.578120728,0.0746268657,0
TRAIN_0028,0.6,0.636363636,0.74,0.0714285714,1,0.5,0.5,0.322586389,0.154933045,0.232146977,0.225806108,0.666670505,0.596491979,0.25675756,0.27473,0.729733265,0.472223823,0.32941321,0.390799979,0.273811003,0.280493025,0.394373196,0.444440782,0.469136182,0.487500128,0.413329415,0.344827586,0.270272736,0.270263331,0.516136629,0.449997469,0.772725317,0.301209618,0.45454144,0.594940516,0.220933664,0.205488752,0.320001376,0.304343642,0.620251453,0.789473082,0.75,0.108109072,0.109589536,0.0144940916,0.0810742549,0.106668075,0.352118034,0.342858694,0.338236116,0.338236116,0.338236116,0.342858694,0.343284752,0.352936055,0.397054245,0.352936055,0.54687656,0.546872437,0.54687656,0.593750342,0.661534372,0.593750342,0.0895522388,1
TRAIN_0029,0.2,0.75,0.52,0.357142857,0,0.5,0.5,0.467742474,0.478875199,0.374995446,0.500005323,0.166670505,0.403508021,0.0405394156,0.03297,0.0810907231,0.0972252643,0.0235309772,0.0574736953,0.0714330102,0.0975623141,0.0985992144,0.061728802,0.160498002,0.112503972,0.0666673422,0.344827586,0.0405404036,0.202694931,0.04838045,0.0749962031,0.515146625,0.0240980273,0.129873714,0.101267656,0.03487851,0.136988666,0.146670642,0.0579673535,0.037965842,0.0394816672,0.0394690305,0.770272681,0.671231391,0.594205001,0.648642148,0.720006571,0.0281719103,0.0285652245,0.029405519,0.029405519,0.029405519,0.0285652245,0.0298542548,0.0294149654,0.0441219096,0.0294149654,0.0468710132,0.0468779053,0.0468710132,0.031248291,0.0615432331,0.031248291,0.686567164,1
TRAIN_0030,0.8,0.590909091,0.58,0,1,0.5,0.5,0.564520617,0.507048736,0.607142423,0.51613281,0.484846042,0.491229948,0.554054536,0.59341,0.540545362,0.708335735,0.541181769,0.609200021,0.61904466,0.573168992,0.676056505,0.728395469,0.65431909,0.675003331,0.466661262,0.465522759,0.405404036,0.486484266,0.387102471,0.550002531,0.469695992,0.650604809,0.610389897,0.607594796,0.674419876,0.547943156,0.573335321,0.594204468,0.493668604,0.565793239,0.447367258,0.108109072,0.136989934,0.086951361,0.0675678926,0.0933389654,0.591548427,0.642853265,0.661763884,0.661763884,0.661763884,0.642853265,0.671636779,0.647053062,0.647056929,0.647053062,0.624998613,0.609369019,0.624998613,0.609369019,0.553844791,0.609369019,0.104477612,0
TRAIN_0031,0.4,0.545454545,0.5,0.714285714,1,1,1,0.645161649,0.408452061,0.499993929,0.451612216,0.606066189,0.543860963,0.621624193,0.47253,0.621624193,0.541667147,0.517650792,0.574715804,0.55952233,0.475606678,0.577469121,0.567898386,0.740741879,0.725002819,0.679998784,0.431028966,0.527025247,0.486484266,0.564517079,0.687500633,0.484842617,0.542168927,0.571433302,0.645568774,0.534883975,0.479454577,0.49333211,0.492752577,0.658228561,0.631580755,0.592101773,0.0945998977,0.0410945693,0.101445453,0.040543141,0.053339904,0.521128933,0.571423918,0.558827803,0.558827803,0.558827803,0.571423918,0.567163678,0.588234014,0.558823845,0.588234014,0.671869626,0.609369019,0.671869626,0.671876538,0.615388024,0.671876538,0.0597014925,1
TRAIN_0032,0.8,0.568181818,0.64,0,1,0.5,0.5,0.693550721,0.591547939,0.678566658,0.677418325,0.393945326,0.666663099,0.716224091,0.65934,0.445945464,0.680553794,0.611764465,0.747126315,0.69047767,0.646343471,0.633808149,0.765434947,0.740741879,0.775002306,0.719995136,0.56896,0.689186861,0.594589598,0.548386337,0.58749557,0.7121173,0.686746609,0.662339383,0.443033463,0.709298386,0.712329555,0.679998624,0.62318213,0.468354288,0.447371132,0.421050886,0.0405394156,0.095895365,0.086951361,0.0675678926,0.133338027,0.661978203,0.742858694,0.735294446,0.735294446,0.735294446,0.742858694,0.761188349,0.735297958,0.676471535,0.735297958,0.640618586,0.593750342,0.640618586,0.609369019,0.523073174,0.609369019,0.104477612,0
TRAIN_0033,1,0.363636364,0.44,0.142857143,1,0.5,0.5,0.435490512,0.323942154,0.607142423,0.51613281,0.666670505,0.36841711,0.554054536,0.40659,0.756763506,0.763888088,0.435297489,0.643673664,0.416666667,0.512199405,0.746486205,0.654316511,0.518516241,0.612498847,0.413329415,0.465522759,0.702707085,0.513515734,0.467744404,0.324993672,0.333333333,0.385547473,0.714288868,0.632914494,0.313950311,0.479454577,0.679998624,0.44926804,0.670880087,0.73683849,0.71053097,0,0.0410945693,0.0289881832,0.0135063623,0.0133291093,0.478871067,0.542858694,0.544119455,0.544119455,0.544119455,0.542858694,0.582085208,0.573531972,0.602935019,0.573531972,0.656249653,0.671876538,0.656249653,0.671876538,0.67692018,0.671876538,0.0298507463,0
